address,owned
"0xf0d601dccd48ef448df3018e4e18478392c2971b7456be637cad1b6acee5795f",8
"0x59c590867de16b76ec8bc3d3e19b73da1a0e1c184b19a746379315c74e3c5c3f",1
"0x079fa4c53196fd0bbe98cbc2d18ff7a05d7ead6d3637945b39a094af8b2fd2d4",6
"0x921cc9c23ff5deccb1ae0fdef1bde54eed8294d6f064ac2c5e449eaa5d553d69",5
"0xc77d40bef432ed54f9900deba2d3aa5091ea7170125dde12ac9dca62ca327839",2
"0x476707a3cebe0817c8b5b72886294bbeaf724d48553d99b2c40e883586da6cf0",2
"0x59c4ad1d764584b7d5933a1251ed86c57fa814cf9751ecd15e7de7c002a49c55",2
"0x03c0387e162ce167c71520eb8d8e3d5fb93d6fd21f852bc65132c6358a38890e",2
"0x514fc95e23e91014833634b13f35e6a1f79dd40c319fa870b3cb6147611ed1cc",1
"0x0554120868d29771379472c8c9e7f928bbbb36841f1f3bd5385d8b2e1f124954",2
"0xd08b2ca53c0a8328f4d6c73c84065f4d6b425bb02b31ee599c19d1438f468070",13
"0x41f660af3d619a76751042234e2c2a04471649fd4d691c03e03d35abc9d929ac",6
"0xcda802cc94311addc4bd3dc5ed9c522ccf432c27a3581ce717b0aecaea7f8a3e",1
"0xa8b79216a981fe01018073e64a812b528e46927ee8b54522431c63b49cad3abe",2
"0xdb912ec17ef4f026af323c34facda269470b52cf163a3b56975b7371cb2ea277",3
"0xefb35897b427d1599a769a7a777dc9b2a9c18bb9af95268350c536b7b3e2e86c",4
"0xae02786948daac25054a87c3fb7ae4c142c895cdeddda78cff316cda61e1d58e",1
"0xc56feff1c07fe7e65a23ac75b8288467764107319bcd266069881a1360704845",3
"0xa94e544c9b957f0ec1bbef3f5aa626ee67966f04019af33ab3c67f5f9f79b0ce",6
"0x2beb7f01da10ac19261fd1a61fa7b9a218b2ee5e6bf8d5573b8b24894f7cfb44",3
"0x4b61c4ea1bc880ff2e86892481eadb31d5b608d51e712c4b935789b7394b0ec7",2
"0xbfc397fe5adde591b31dcc66df094cd61799305759c29eecad77d2252205734b",5
"0xfaaf44f229f81a38c9fdcf06db6f47ecd5bad67383df6bcc6badb5308cba31f9",1
"0x952013706fb819203ed6267bff1b327d4b67949b6fccf7c2fbdc27e982b41f2d",7
"0x99347be4f3318a94ce9ddb7d4b1398c5c49194c6cafdfcca2a6971b50612f005",5
"0xdc7a2acd0f52652f4c6cf23afa0d66ee0e04c4f765f4dd9ad7cb7d9444ae7095",1
"0xade38bd6490670d94c1c846dc622c5b53bdf724991908e2cdaccf3307e263f03",1
"0x1281f114dadb5bdd6dd7b7437c7e976b590509cd9f9206789169a018d97a372f",10
"0x4b02b9b45f2a9597363fbaacb2fd6e7fb8ed9329bb6f716631b5717048908ace",5
"0xed7cb178ce0009ae159ad6c6fb959e375f74f471ce4c0b24a1ae2dce3d4dfcc2",6
"0xf44112d7a6847e739e2fa50f33d1d3e336447028207e49c3ab5c0850bcab2eda",1
"0xefcb1a8eceb24c3c6c09f66b28d1129f4be5609f4a9b7735b8c31c1e0c8b3cf0",1
"0x38d97b521270689484557727441911e5d871385f754438da520d8879ed63ccf1",1
"0x9c0baeb8bbbe67f34232ee787f4958b854c36dc033accaa46de2dff86b2cd15d",15
"0x18dab0255b454a0292e6ec405485c7bf6ff8257b939c0d011007105817179687",1
"0x8f005ddfd60bab3be394c0f21f06ed4a622330c2c329ddf3b3926b02b6c88844",4
"0xdf5122cc5c3109640bee561a9d05c0c2bbab948f25c61b8c95493d06565b79d0",10
"0x92ffef1604c7be3724993867b02879532fa7f30539d8da9237c0294efae6ff5b",3
"0x3b0439cb6497e258007edb624943ab5deead60046d357f5ec675aa93c6b8134e",2
"0xb37f131819f38c9baec9b42d5c052b80ceefe4f3677d3ed8a6ec5c3d07207a96",3
"0xa8a2421f713a08d75727cfc1f8dabbe9e43b090f97fa02646ab5fabec2ddcdea",1
"0xd64895eb646bb0d578b197158599f1d06c863d048cee464c7c4460158e2f07f4",1
"0x5ae08c54a1864f53e2187cf2283f434255eaa7351fa40b54ff8e89047b2d4e4a",9
"0x8963bf7bb0d4ec150634de510234f2001a339b6d6774f890c8e1ff7d34a6eb7b",10
"0x63e0e95035b3bb8ae31b110ba512a3be964ad44a62e3f335a90185caa0f694d4",1
"0xcc44efd79fc914eb9230a2f7a317fb1d052f430f8d222f43ac206dbcd6d2763d",2
"0xceb0dc0407c2cac2022cb16c2e279a2bad6f78e2ef05f1144a96a713d754b0db",3
"0x22fe728fc2eaaf3421f7b45a5e490c08a7f4caacb7b06a49b4a98b77231ac2dc",12
"0xabbe07411367eba5a61e319742c88903a255c384f5d56c78f3c239562495d86f",4
"0xb29c543ed7ad7169441c02fc14ffd57e486b7be7177e319de0e0933453a78d49",14
"0x3235056c986564d217e336c93178c2cb5043c80f0cb25f47e304967305efe4e4",1
"0xaea937ba15cdff77634454465c14af8b02ba6e7a3606fd7be311bfe0df2a9813",3
"0x365cb43f36ef7e31804df930001a4e3f3ba0b9d8b40f11e48a902e392bc4908b",3
"0x9b6ab77049c5085280cf89bd623672bc7e732d5c1985cc4009c84652ec4e0cf2",1
"0xc5e56df8a4baf9a32b5c3b1645dbd02e5bb1f56d4696116afaa627dc1055edd2",2
"0x65154842b6898f026477a171f36373b43ea82911abc4ac33fd571f3a09b306bf",1
"0x0b483fd1d98e691fb836afe407a1440d98d12c121a076d7548ce566cd4bee4a9",2
"0x0aab659e55529c9b4472932c0107f54a34dd92e92fd450a2015106120ff4ed35",6
"0xc6cb4d4d6bdb8ee791c2122988ad8f4f79b912898b0958231ccc8a7d54b8b524",1
"0xde32f605a617bf0c92703b24c1a0a7f05aaa4c17f1fec0b0ee89171df5e57be9",9
"0xa625325b6f2f955a2db9183f450419df276fbf171e5e63293799f797bd79673b",1
"0xd4688dd56f73956781730fa19c07550bce99d46364992aa89435604f4990c355",5
"0xd6af2034c8084e211c98fac43a117c06536ce33b265aceaa2b298214b5daebb8",7
"0x4a3d2efa32eafe55db4912b6a2bc35fe52bd97d0ccd65accf7b14c61a972bcb2",2
"0x87fe811d11a8e19b59ebc79e7f7bd4ba968db0b712b46c94eb08486eeb5c7501",1
"0x26e64b60fc5dc01e4dc59ac980c6582966dbffc9b438c3b5cf696ce11956be09",1
"0x9e5ff8cba867e3be66e0ca2782819ff80dc7bc1bb7a5ea98f4b953cd40d72281",1
"0x76c57cae0f99bb06489a0f7caa879c5427f0f8a6ca489b29bd00692d3063516f",1
"0x33132b93d621b3829cfc49bb6bdc2044a175bdca97333a5374642405de3316ea",3
"0xdf283f7bfa1fe9df7ff2ced6cef12606748c2cfc38942294422aa665489ba8fd",2
"0x1bd83e74032b7ee26a61fa6ac18f445bbe07bf808b4d413036f65cda445ea9c4",11
"0x6e640286a4c7bba6bce33aa852befd4169c86cf22d9beb23b469068de32719fa",1
"0x1de5e8111474e7966305ac77def8eb68680882b7e421634c4bd40b8e85caeaa3",10
"0x9b4a4374c76029a1f05e5b8110370ddfb2c32c8cd36a252aed9e16bc25dc83b7",1
"0xc320c17703da07c114fecd46f1a05a6e27ca3baee221d5c4f8da0b04aa1f9d49",1
"0x13b796e9dad082839ed313308ac7979ba4c765699399d5010342a9eab32986b2",9
"0xcbc5d4a2fadecdec37bb6c71fbc4fe40f41e8d5151c99ba1207fa81855f5cc2a",5
"0x3d6494fcfe18286bc73b7d88560fe7e3b3f2ae2d3c17812d493dfe92ee93b5d1",2
"0x156260a8a0bbb58422c62ca0bc051467699d7d861685d255eaa4bf373ca0ad1f",2
"0x2caaaea402bfe98a678f16e32abaf8e8972597903fea0fab69203d833b260f56",7
"0x36086de07a52aeb5ed3b3814066ad677cc899192c795b9614d88be8e097e356d",17
"0x15c9dce6a3a13a1fc5279d612758a22444c8f333bb6a0ae726552a0df29d4d80",3
"0xa6a045bac8a4a799b8cbdb66ccc1d72266ed256fca50d294b482c3b6dd58de5c",12
"0x59db2c0e6fc735d89c8c99fc0577adcc5a3cd4427dbc02da906690a1ad5bdf6d",1
"0x7449bfd907ccfe19e30f1be4ff03b1ca794a99210590d67917b8eba8b3c6d464",4
"0x4e1ecdfd5b4b28dfbfa1daf3389c9121e6f02b4eeec86736f0561285ee26e5f6",2
"0x9f5fa71bf10ef8eece9aaf2144baa6c397b6e56f17cdbd28488fe0fc39e5c469",2
"0xf1f8a4c101b5540bd2d8769ecda245007496fe70c8dc65e6d516d58fb2746b4b",2
"0xabd4fcd85a5f172d413681ea5ed849a2ffb7e1b5b912ef1c3cf24e3c21184eee",1
"0x418451dacee985989db8e0358e5e9b89ca42c63d75f01aec2089ace37e9cb3a8",2
"0x7399775447b2418d49894d10a45f9f54222052fabaef87d724b9d0dd0b1b282a",1
"0xb7f6bf0d42322572c4343fe7c172440cc5647e0da17b16ff6dbe48716e2b9971",2
"0x6395bba59d8f24c490998bb070c31d599ac009a4219fac739fd16a7af4f0c008",5
"0xad801889961d0e4de2663d05640b25072716a2fbd4a6fb50ede82dcf9ed219fb",2
"0xee210d9ff5d363b44d12e8c58f351140540e170f70d11925d0408f9fffa52c7e",4
"0x74bd991f694eb5792c10c3715a125629da67a0494e95b299ae23264210a53cf5",2
"0x38d4b44de6ed845e98652abfbb54c4ad7f7649b5f9eacf23cd440590c21c930b",4
"0xc51c0830403d0f27ba7a81176c4b06c8d8d751982d517171250dfb300c0b73fa",2
"0x4fbeabcafa4abe5278557636c0e41f7bf774cd85bc7c3184e0111d4c51a72863",2
"0xe3dba0749c32a67bd6eefb4398f8f2a2a5183ec16da04101e7d19348a31f1618",2
"0xefd0c3f0ad6c6b5f22a490b0e4ad360a870e0eaa17934f32c6f5488d82ddddf1",1
"0xcf3ed4d49d4dea20d70b7ecc9159f7eb258d7d11afbd43f23fafebfbc26ced32",2
"0xc74a34ec9bdd1f4664d994bc8bc4979465434c1bced61d0db340843cc09bf3e4",1
"0x7f9c74a94069e980195fe4b75eb75b0bfd4f91d008da8e8f99b019fa135c7df2",1
"0xf53b3d61e4a5a4270a87febc6dda16293d8bce00fa0a6ee9caccce27e1016ccf",2
"0x6e21438df0e882ac4dd323fe50de4f4b0f86355571d163caded8c6e06794831d",4
"0x549932ba29bdc482e9485d87dab3272c6da208d7e062fe1b0a3fc280da8751e6",1
"0x335cdbb7ac3692dada6acdff609706c932a57e2352b57700565f71a0e7ec2523",1
"0x9cb91011e95d782821a24412223ba647d71fd2907015735b80b2d9e88d84b398",13
"0x9da2a745974de03ef76cef60a229f3eccb54677394de69393151a3624869ba27",1
"0xaa67f20fb2a6db808cb91ff1147c5fd87b9536aa0767e5b8ebfd61d24cd934cb",4
"0xd2158194f6c5f5fdd52ed85aae274aa6ceb25f1d56bb4e04a2280f67a64ef5de",3
"0x01880f8cd5c102eeeb47477898f97a06f23fd6da07c13b858ff6c827cddcb46f",3
"0x8fc3d55e168213820a03fb44880566238fa0cff9c02f2798330562a16ccd3b04",1
"0xd2ae9914e82fe8a381ea2877e915393150bcb02c5f9120651b68f0a0f66d5cc9",2
"0x3e31960da39fee3bfefd2282df564217717c73435bfd112c8640a9ef3641f354",4
"0x7ff08dec292aad0eeca333fbc198005ce0d9dbd3a5aebf199cc3d832f5eed568",2
"0x9f4676d7177b547437f03c006897717b300ecab07f8c8619102048b2c92af0a8",1
"0x1656ed7d593951e46315f80bd97c270d0c06cc46065b0dced8ee7dfe6e38198c",2
"0xd46683fd35f1581d70f3fddedf1aabaeaf5bfd81a5f6d2d1d5b2eb87fff3f8cd",1
"0x65c2c6d01ab4fe51ddbfb0acd896cbd57fdb96c088a78591e100b5564cc205bb",3
"0x99497af296646177c2e8e842ea723767f528859c796ac7a3c6dde73c16fe47d3",1
"0xaf09d6a5282ed5fb4ac8175c9263aacd24942f309a83897e5977400aec715af2",1
"0xb871a42470b59c7184033a688f883cf24eb5e66eae1db62319bab27adb30d031",1
"0xfb0544dc07765ddd5bde97dd3f484ddf028cfcca3fed97b0c9253a81787ae214",1
"0x99a9e56fe9532c923dc34e5268b16206d33f4c6fc1cce398f0e0b6e8de0381f8",4
"0xdbdfb6fe79596e7d2e77520c37f00770a180fd0964d5dba6a9549745b8eef5c5",2
"0x3956a4ab1f2d5bdc61aaff541616a567ea25b9719b8c1f76ce5537bf682dfbdd",4
"0x75bb2ff162e36729bce5f6b40aad0fc6bb0a608a88af75365db16ae7fc397f2a",2
"0x56c9a128e9eb14f15f9a7f690ef47980c39fdaf4745163ce3fc38f86d068b856",2
"0x77b0ad59fc99b1c3f54b8f0a5dcb1d8276f5366be4e0387f977015608360bcd3",2
"0xb30bc6b9a5c5dd80a8920a28aa0bac6d97dc2c504dde04e68682353aa963ab67",1
"0x29192d49b3c26ee60b31b09a52ca421bf4f753ee91ff3a3464b2d6cd791c6d86",3
"0xd110495534fda1b311156c2f8de3d1fc8a6f8bc3fedfbc0a2a1186c45d72ff55",1
"0x5a6c5953f8c60f59aba0ea878d49cbbc01c235dce423d9e9648487f1128294b5",1
"0x13139351568dc1f0d7c192b81d24224378992f8091b0c5ce92b8120dd088dbed",2
"0x899377fd2e74fe5e946e5c0b4c9f181b720695e774679948ac460316036dda08",1
"0x89f13fcf5c7c9bec06a55051c8cdd07bad294d43515f86897d2849bf34bf1ffc",1
"0x2dde595497e3bfd386fb4568e4a58e309401f8321c79894bb6ac467123147f43",1
"0xacee882885d9ccc6ce92b733c992b4a3d2b2dd2a3ec6913008610c6da4dcc114",3
"0x49d68d157f9f8a496a8b6bb877c2c9c7e41d56e6bc16e0f7d3bf577240f02f0d",1
"0xdb2782dc8e95e051b9d1923d814da6d233740e285f9fd5d5b35eb457463723c9",1
"0x60e632e006fd94c550e9e6c250df25073d01f87a3cbab041017b596a57cbd91e",3
"0xae48930358020a5f4ecaf123561b83cfe04e0ba9f7974cae1b8fcef7730b7054",10
"0x9e7874ef683bf2fa86c1c557ef0816de7d87089672adc02b3fd9678f129e13c2",1
"0xe2e28f9934a8e0ec3590985a58dfb0ccc2193e5dbfc4b94b84d9270befff5388",2
"0x6ac91de4604a194f4f6459250e8f30a704cd3dd836118137bde7e95260781bfd",1
"0x6c31e4998c03eaa832a26213b1e628b68c343a409daa9f33b5049739c27cd79c",4
"0xb88f39b45a58e4ab1d302f13bb81764d28058d1f859d5d2a81d37d0e62403850",2
"0x2c89e9c64c968d8348d169b5f4b80b683adcc586a0600f239d50a3dd25ae8afb",3
"0xed5dfcf4f141f8a999ae77a461d9a925927adeb8bfdd4c87edbaecfa7b0b0bd9",1
"0x963b896b6971c08f593b00e5a790415d579f1d599f3128dadd5cf0a3253c6778",1
"0x47ab00599d8d7f64bfd0cf306835912449b5a50fe64cfda3294b51e1d3e2a714",1
"0xca57239a736d7789fafc6a7aa1e46d15af0bc1107c803af0ffdd6f7f32b14d11",1
"0xc9c3873db07d9d01de0e614395f66216df6dd40be92d962dddc0377d0c513482",8
"0xeff7a61cc3daa67b84a1674c2ddfc4a9ce93bfc5106e63100e10f5e60a7690f1",4
"0x655b10ed73bebf45a96e910ecfd159f276071b944dd1e84137bc22270e73119a",1
"0x2105aa3a0456e9082ab653d7f8e32c2d61fe6fe2dbc6b9285f9222768d129af9",1
"0x46498dd0fbe54eb87a343b915dfdc6bc563699958e29e598374e6e05d2ea8f15",1
"0x7f122b9183a6d5ffe66cff3af05b5656cdc8ab228264119c97feed874ca87bfb",5
"0x6f0ca54f57ed2cd0cb1f066fc063d9d21a05970444f44e68b02305b4fad9c3cf",3
"0x12e85865d49e82df95f1e561a3f4c34ec676bfae23d79ab26396d3da6f9ebc98",2
"0xa20e6ed6ac0b9b570ac16ecc69040ccbf8f249e5cf8f1302eb2ba2bfd943f7a5",2
"0xdbe0d59ac5087532a430a879d355e9014dab597fed180bf4f6cc6cebae7ae29d",1
"0xc3270fdce02641b222179e8be357e4665201da9b95edfb6764053b5733ca715e",1
"0xe5287e9e33192017f005fea9d17a38af29d0e317b884dbf6fcb0473b52f435f0",2
"0x096c9293eeb875583ffc5a81310062038e807de7531e08a0feadc4b1d1223570",2
"0x9cc895f2b6ffd6f120f17622cb45cc75f9a3b960337f36da48ab45a1c4d5f4c7",2
"0xf616641be44eefc283ffe1d89c00dca06df48a3caf0fa1b97c28d4fe36732972",3
"0x5b7fb9272f5e4cb98a8a0770598d63635c9b5abd34d35ceba7570a20e1896691",1
"0x63bd1c0333fde5629e35b9027befabe622169ec22c23d1fc031b3e41fb1adb9a",1
"0x2a3ab23fcb05ea048e12791de255ab3a7035ed6e841f542fcbaab55821f8adf3",1
"0x96fdbaa949f44a0b66ef9d5e4b3160a70659119d15099191086434eac6a5f679",1
"0x452e1a6756c196527274491bd6f2736694b85f41a2c645abc53b550ca031d43b",15
"0x8a79007c8168c4ef5986e0377516a3479d2db35b5e3829dd835934c5373f201a",1
"0x312480b61405caf32a0c98e8f734d2174e0d196e1073f1b399d84956c55990c2",1
"0xfac4eb174aa0256acc2f176a6bf5f3b6fc3305929fde3e0a8fcc5b9bac645800",1
"0xe0eb08e025abecc2cf9d3dae1db95600de655ad6a6134a2119a4f688bef181ec",7
"0x2f989b14929f4cc15663e958d0f6cb2416411a3d23aeeb47c2dcdd26bbeea608",1
"0x385ea91655cc50b16590c131e5f28071002dedf4f3d8262a0ca2cb2e998b294b",1
"0x0f7ce6779df6f7512849917991f13363568f77c736d94f8158dc883cd5c8f7f3",1
"0xdace304856fd08b3152323741f94fdb6814ef3f3158c509f64840a7a59cc05d7",2
"0x42824c6eb62fb9990eab942d8d8fb1a04b892db42db8eb112163733ea32163dd",1
"0xf616c26c063e86cff61a00505a9ac42cf6ec1ec3f03fe5a097b9ef1eeef75d5c",3
"0xadcd3c4ba30cc4ab9af50db9102bbbbfec68200307ba1060caadf2369af95f61",2
"0x94c0c9c057ca450aae2a509f370efadce0af150027afeb33358f6aedf0ac64c2",1
"0xa2c83a5ec86788b26d46487ff8d945251ad9bb3fe031467527956ffe6d032839",2
"0x2f5b27125d33958b8881032d942b8427d69115d82283f686c152fb47e9c0c98d",3
"0x0760564b88d4d86026aec8c4b0ca695187174ac8138cb9e9a37c7837546039cb",9
"0xf0a345923c95356526b4af4ff13ff986cfb932d9330c5b84e11109899c28257e",3
"0xfc5de41482801b96165d66142ff2baa7beb007adeee0e43d8ce609df39ccb78b",1
"0x52952cc9c9d5f51f34418586c61c87c40597aced6e6352686c45a6d38fd8507b",2
"0xa1c1582ec0f2ee6837861bd8a365ecbea31a72b3ad6286c6065ea82276146cf1",1
"0x7cb6c67df2fa4d3068c7457f86904885325945170b0f244cd36b89ec1108b98e",4
"0xd6d66cc33abce6710fe38936f35099f7a98009e1cde89d118bda0435f48cb1e3",4
"0x3b88f0a79668682af6b135000a258c74e51b07e26e1ee7c9e725979f2648ff95",1
"0x972ee5cb7fa6aed86205d5538792e340a4f7e348a6307efdb74a8ea50f9d9d5f",3
"0x95f26ce574fc9ace2608807648d99a4dce17f1be8964613d5b972edc82849e9e",1
"0x7ac44eb36f6665c35a0a8575efdffed35c601a2ad04a6a1268588eb77bea6c62",2
"0x8da87101004f170da8b41cf0f6be3fbe014281bd25cbd0c72e1a8e1a67ba7fda",3
"0xb1afcd34679a3c1d01f1791061e709b36a4ab4939068d4df83436664b02b7707",3
"0x455408a686f1fbfb4e59ddd989accbbafeb71aba398736e7a1a56951360e79cd",1
"0xe6303c4dfbd0466869d7cfe37ff2441ba7ba51bbc095de391b325cbdc9fc1ad9",1
