address,owned
"0x6e9995daffa30666dc1e02f41a9f18e770e842798c8d37df429ac57f06d08e8a",7
"0xf64c0c61d5742c1ce86d1632e5d857fac1f2bf166f19c5a7fa13b30ea5089f01",4
"0x831c0d69867be30a7b8e0640ee3f6d665392e8019bc8b8db2674980b2f05034b",1
"0xf97c4a5e3389a2d67bc2f0264a8184b9e6c7cfd597a3e195f0ae8a49fa3f7c33",2
"0x191d4adc61b5da289ecc117498853fe46f278cfcefddc0a17007bf70ba246984",1
"0x0663050e2e24e264f41e502b11d00dc385880b92377120ab236c0b9b65406863",1
"0x51f22267c39b9c8dc5827b993377e4c45500fc27ab2bc856a2ac836ed54168eb",3
"0x054bb6bda7954d4eeb97cfa741160457a51daff578241545e7691988ac0c8c34",1
"0x63ddb13d11b4c26244bb84d87279f621d3a60f58abf47ee49b6ac4eaf168a89e",2
"0x4fbd4a956ad0f98bbd5326116a4ddae8b6797ac66204de77783c9cffe6228b0e",2
"0xa681ebcd13c3da712b2f9c78b6ee2a5d6884bcffe64aae9e1a1be292117c186c",3
"0x8ee77a9220ff772926f4c635a814fff71fd5c8171a9661840172b6991e7c79b1",1
"0x68ac26e431ddc9b94325e7c3b58c123ea52c4a4a7b4318a7c61d736a58c0b798",5
"0x0d9d140a476a58c0730ee75a241ba013ebdce9836de91a02ef1fa82a358b924a",1
"0xbd1c2abc2bf96e73ad6a740f0d9ef367a3e6ad8b06b114fd1f426fa6ef653a5b",3
"0xc88d057c75a9d64ac3760cd2e35fc5314fa143eae74dc419de07a023b04c87fb",5
"0x1e58fb0496dafcbdb94f173261afe2040b445a111b2ed8e85bad53b668127d83",11
"0xe58ccb54998dacf95c45f3a02faddb440518edfcdf62b161fa7f2746cc4aa706",1
"0x746767e4e22ae1ed73dcc7872a625bfacbb540646cacdcd1f2290da09ba14a53",1
"0x89b1d8d262f13c7e609177a39d98e03fe4721a28ff96d39403d3e3a2ee5ac82a",1
"0x85c593558cf5751232bd3acbb24eb1fee1981e9abfc0f12f706dd95a5288b72f",1
"0x3a019266bf178a643ec546d0e7008f1bd7dc40f79b77f5df0522e9bc3942c049",1
"0xdc8d34ac4169356968c755e786bf29445bb00856e0ac35b05331b6146875c600",3
"0x2154eb720e24635e8ac652ea3ee747fa8f3fa64e56071b14a59cf69660784f2a",3
"0xd62fd2579da8c93ef660a5eb7f1667cd8858db000f530ae1083c629fb564d4c0",1
"0x4b8b0a085dda5487f301f9827101dd7047be5b70ddbfdaebc1672dd52c96cc36",4
"0x5ec1bc5530a028579ce9ce96c210d47d98186c700dff2313b946d602758c91b7",1
"0x3c7c1e89119f7e08dc808c588014a50419e908f1e0322b0d1cb6c007aca7fc27",10
"0x4bb141100ff650de8fd26a2fba382055d7638be79d44d3323d9a38d0eea6fc27",1
"0x838f9977700f7f3328d6fae0713f3db19636a4574f25c081f7bbe495ca4a3a65",1
"0x36b7f7de1abc861ca51b4be797e66c0e6b0f70238754676cedb7c6c827506f2b",1
"0x01254f622783b36f7afe4b4aad0cce90fa8aab8d1f7c28778563b5d570025f63",3
"0xacb7cb045c3afac61381cdf272cd24ebe115f86361c9f06490482c238765aeb5",1
"0x6b99555edbb71ca769cb05045097a7becdbf71ba6d0a8cfd855a00ef12b40cfd",1
"0xf6e477dd052c7bbb6fd2ad1588bb93d9d87277e1ee05862a2519274ff1f0de1d",3
"0xb5d61ee4f9c69036a68b2c4dc9093f96bd0085a6fc8b10cccbb920276412c769",1
"0x534be73ed476f6cef5e952986628b79e51d429f8aa0e44dabc07e1204bb4aa56",1
"0xfc5ee60eb62754bf67ca7269d494138507fda7fbe53ac3ce6962d8ae2b7540a2",6
"0x431ae341400eb753286870b9c40fc648fc3a8a70dd6b9ef543d69ee6e6c69072",1
"0x9c03deedd937470cba60b58a4fcac8e7f3908d48564cdbc89deff889e131c753",2
"0x3ce65c03642dfea704a031b28fffc850a6e3def8ee126ccc3a209f5314986279",1
"0x0be041b704e86c7c5c2ae2b21b814705d1b39b5a0fcb0d85ada03738f23cdace",2
"0xd743cb4b79fd2596913c5e341a7c871e769c94972f439abe49bc2d2b8b48487c",1
"0x7c851cc2912562448ace5f10800458c10a547b6355ce9c4c5df387adadd845a6",1
"0xbad43432ce9de3c8a0859ef30b13f6b200ccfdcd1e11183ca60c61e9a0760ffb",2
"0xbcb67a50266e83a392f058747ca99cf5cdd299e39d7bb04fcf5b7f8e886351ea",1
"0x9a509cb57768bdf14752a99af710277c57f3b87426de45b4a1e287f1769d05a8",2
"0x03fe072c468f604c077972f7174f70a1bd85e87e2dd9b1466143737b874e024e",2
"0xaf24e5d52f889277c5450791f32ab44aa2aab85757b4b8f0340d090f3160f54c",1
"0x3b0e9f46a1cdf408d9c11a11067aa1e465dc6cca2a0330a37ac3b2cdc2f545ea",1
"0x0e216876dbef2e9d3ca66700a49f13998d209e9066752a803df6333915219021",1
"0x01967a783c5b649a6ec16119b04df5f5a3c0b7c918ba65c4f9182dd3f7d5335e",1
"0x23b48021f741449e63bfd8961b8ef656d04c3f984c5a67171b8da5d5e6876c06",1
"0x5b474793b0a6c48177244ebb4995465b7b3affbf4a5408a2590535b69ba46256",2
"0x31a3df0e33365ec5670dd92d70986243f9ef6502b3ac17bf3f60baf1c3103cda",2
"0x08fdfa6253f98e2215ca363a69a6bfbe662f660fdda5ef109c7776dfc9bf81ed",4
"0xa4ef47f2b89b7c32fe2927d0025719f009a9fbe3abb134baf4160a5c852770fc",1
"0x9d1c1c3db263c1c3ca9261681dbd05309777b740003275ccfaa2ecafa4d816d1",1
"0x90f31af0ba6f2cafe5ef3a3ffddf40c5e3a35b29889bb356b7a80e59431d68f9",1
"0x9b731c388f4cd175d6f37ec60b9bec7c7aaf141c3a6ccc5d4c7a712b31f0888b",2
"0xd7e1702f64ad5f83cae1a198d6f8a71e7e1723e1c855e73b7e1877a4777e7995",2
"0xdf68bde6fc91ea0d255bdf86464a53c0645d232e254b34b8ad7cdb38b4cd2a96",1
"0x5307c204c9a870d75c66e73b406f5d67da74d656769eb9d95607deb45da424b7",1
"0xcaaa7830e4e01c2bb3217ab0b50aa803de4f39126d23ef757ca5859f5bac1eff",3
"0xaa8dab048a07829bff9b8ee470f2e78d4851be016efb5f239e988bd275190585",1
"0xdf16253bb8d59fc2ca7f8eed041dbcc0f858e5d62da839504f686301a25801c3",2
"0x6c5e2ecf7cef86ee7aa4a3c9c55401c96e2799bdbf4c54d9b41e6b591da3deef",2
"0xc41936c527711cc3969c815f178e7125eb46084a292a0845b8a841e957a534bf",2
"0x6676f8f1576988f735adeaf93772a86dc96c4ca4660ba301db4fd82b5afd0f12",4
"0x5f1e9a30962b070ffdd9872145ab4dc797c0fd6b76777f48762d441b0a508391",1
"0xf1371a51efc72e117a370e59827f4369838c2d5dc43ddffaf4d681a9fe9d23aa",2
"0xc6c4bbafdd5521064982a94a16c5a38d71ec6a48950ca154eaef927d3976a2d5",2
"0x40061c709edb896ad029c500de2aee3ef58a062a4b3bd05235d5ae3df6586d8b",2
"0x243fda7f6d4662e5a3b2d47807f72960c8ef92a965ba2838b902cd81edf17409",1
"0xde69aa0f4bcf1c32ebae046dcd3c4c000e4c75668bc34a72912d7691cb008765",1
"0xb1a40a5244a51b72472ca2d6d31f397cdcc80635221919e13ea72f622d3e9456",1
"0x981ddb8c3562faad5787ebd79f89e301c37051b3765be1cd60991791f0c37c26",1
"0x96d9a120058197fce04afcffa264f2f46747881ba78a91beb38f103c60e315ae",5
"0x261cfd66705d099f8797da152375f99a11e043511a9bd09a83bce1b1b787f819",1
"0x9a939e20285700b2252e413260da8fa5ed88417beb408baedcb035ca89ba74f0",1
"0x77ada673e1ef4ba60766b06fc79029144ae72306231f885b56f5c2ab9e3b3b56",1
"0x05b5288d0dbff7c8f153c7ae952140d72b3d4d2c82f436bd3feb6921d372a11a",1
"0xddd9a5904028c162091b1632be873a28dd31d421a20060cfb456b8cb41c690e1",2
"0x37ba0e3e03115d69428c1c8be167baefca91c8003ac7f5813acaa236f46893fc",1
"0xe4fa0f68560d7c24d0618021ece37d1c0630ba5ac1aacbdd534378dc02c6aa2e",1
"0x34ef00441a481568474b793a573bcc5dfb449c0103d3f976f5fade09dc351f54",2
"0x3a83e0e64ff576428523db8e2f5abe7ac3daaac18b92eccd9dd6c703d08703a1",1
"0xe6e494d014eb41edacae84bfc5893ab5616be246064d52b452ba88828a548b8b",4
"0xbeaea78c49be719fca83e3ceb812795727e073513714d772512fa73655a113fe",3
"0x178049a9e12680fb26d4ee72340dd08c6dc1ac731bcd3f1392caa8d7640903d1",1
"0x2138aea23b02fbdc9622a6fcac192b703622efb108e5093d5f5b699a79035eda",1
"0x1cfad5995509c07d1d0b20a2ef9020fcfedab148334e0f701fae1ff1bd79bcfe",1
"0xe9325c8d60f04a76fed4cb04173e05413c3965252da0309e9633afb8259f60d7",2
"0x969ddb5cad4f14762f725260ee368e45d3c275185c286b8576398cdcbda8e5b9",2
"0x8c89b6a96c2b72d15c758383cc4c9c2c6d7aab8277dd9579c4aa3f0fd7931c18",1
"0xe55a68f95cecd17ab73cce2a981fb399e0fbd3617f9c00f210f6cf3c09a5be76",1
"0x5f29425d0f7ca2f635daab808d77ac7a9d0f1a523bf3d26e6619e536bf7fc1ca",3
"0x14f47144c2c22be07658b79ec094765741ee3d6c8968ba5211735d980e825289",1
"0x3d9e717193758b8d22ae96a52c0d509f19160edbd4d8402a95ca496b510e180d",1
"0xfd24b7cb25d9edd9eb73fe85601359bdc10741baa95d4e63e36b0916c5348dc0",1
"0x010ac247d4b9f8fcc9704b53b4aee5c4b00c3263b17bc39d3898ea802518bac9",2
"0x85abc568c1be7235811e1d05ca0dc4ea6e2b6adff26d785e98645beeeb9054f1",1
"0x9844b259451e34cbc421db522434fe4b7c96955b11d57ef9c78d28dad0fa88e1",2
"0x75cb3538b962d9aedef11e71c86d1dd0a89f5c8057eebcdb25e8b6a9752f9441",1
"0x304549fd3090bcbf94c63383181c176bb2bb7060c0bff335d385fad6b5bebbf4",1
"0x3effb630e42e4514f262733b3d610d465ff61fc52996499f5725843e987262df",1
"0xf4a6961e236a46cc571c5bb1d55361a0e0a512b3530a867741601b4f65bc5791",13
"0x5c22733d496e38828e74ce3c361ccfc5fc566f0fc9da7e16ee623543ef2b6b9f",2
"0x9d4171cb087b129f5f999d44ea4b3631561eaa7b34338ce82760fc7119de868b",1
"0x0f544643a130bd601e5c501b1cb2836ee14e9a9c657aaa14498654a1d5b1eab0",2
"0x0d28d4b80e9d4879727f1857dd597bf40b569055ba2c1e546df5efe36710bc2f",2
"0xddfcce6d19969445bd3d1f1ccd0af5d5f3804888d8da98fd67608f88a65c8ebd",2
"0x9b43cf713429a90c4eb7548ff71048841dd853c566913c8a82ee91960cc2dff7",2
"0x437d647ffc61c5edf975f769dae9fc90e52d919eb1f4c65eac53fbe15e7c4f9a",2
"0x79336d6cae29b9a03ed89093a9e0669dee1600cde30bd39c42fd0603fbb3f08d",1
"0x8489232460443f492ff105d3cb20643fb2920ddcbe48876bc5e92d55391faf70",1
"0x9fbab1e1480b515783d22af3270c2b1e59d858eb4d6fcc1594a3685beeb58c4c",2
"0x16b18be54609a71dd71ed2399a2a8889ff6c24bbf32ebcbc21dd8f8501d79cc2",1
"0x907325409469b341f21c007f53e0d4299f259e598430b7741d616653f0e2c11c",1
"0x74b7e74cdc65f4a52fb7cee2c95776a6af20b1cadd6ed24825abe37136086fad",1
"0xfeb9c00505274f1ca8843f41d30f721e100ec10ebc97594021270bf04c147d00",1
"0xd38cd0bec541a88f7859756c2965779cde94dbcd55bd07a1d83fe8b16872e0a5",1
"0x5833b26ceec551c4d03e31ab394c3855979098ca4abf3e2206959bd969cb4321",1
"0x97bc453dbf77726a28a8911c28d566cdf770f606ce9e0ec237d5b0242dc4ebb0",1
"0xa834b8cf10ad975691db24f2041d801188d4dd641fbffb4ab91b053030857c27",1
"0x64df63d1c341f9080aea8506a8f0b69c11fa8522923a529363167608367d3d3c",1
"0xf6382a008fe58698344dee9d851fe7445d85ae9eca78aede836f5a7bce715b35",1
"0xda5f79c6dd2203d47d394d75c77645d14bc1248090f81bd18c7d2bf64c6818e6",1
"0x50e9c37abfeb9474884b1dfea9d81ba5ba6196f9ae3391e2d764490971d8ebc4",1
"0x25e14abdf9b16a45dfeac1a8867882d7ba7487d345cd073254b47a943d3c3592",4
"0x08c18413edd5e09819953f2fd6a00a83aadaf6c15e2174fb3801432c4230b555",2
"0xf581280bbefd6fa9aa1ab0462050d186f4393c1eb6de168e2b0ba3056ade59a4",2
"0x15383045eeaa52b2b1df286bd3ebae38fa6b3beaee3c6ca0afa7642c4ca155c8",1
"0x2c4c0bc6386511c11fe179394e9f899e1eacaeea5ed9a60c3a526c298092d6ea",1
"0xe22afebc7f8f700cdd6ebdd59b202ec7d1a4f23b30b0655b90c7153e98520ef8",2
"0x1664dbadd8149e0de9fd815fa993692453d2a23ee4197fec70332fa797b36000",1
"0x450aa1c0a094251880d11800009d0621cdecc854f83af2e55b0a5bfa27ecccc0",1
"0xda599bce2ca157ac08599feb30971900d94034d5adf239c57a98535e63c9f99a",3
"0x804158c3c335386154f89b79c4c903117fae298919eba248d071deb0f682543f",1
"0xecfda89310820121f13fbd5e9e42c0a49860ec1b9b91d3208748edd971d41737",1
"0x83d24c214a2cd58b7db97d2939f1363568c4e8345b185968b6ce63f185659a76",1
"0x5594a8397b5d373a7fdb887844bd376c123b3bcd8ae9eb790eebaa4a9b24735d",2
"0x1c09e71da2942082d8de46f6702e8c65ff8dae4ac7706353f5e7dfd2c9a1d0ed",2
"0x260bfa27c2fa56b6098262766c0be41b7d36621199a824468eec747914758b2f",1
"0x703a994c172f62e782aaa29fd52787f32125fb322a0ad8b45e74ffa1d8d6e5c1",1
"0xcfab9630428513ebd2f39dd5e00fde44f87a9f6fb968baf9be0baee64c4a4eb4",1
"0x12e00ed36134c0ceebc77f1e1ad093112b4d3bbf1001d49792f43ba1f9abea83",2
"0x50a6d0fdad823bf7414147a44e59717c0ad18d9e6284fa80b20d75a18cec1995",4
"0x3c9abe9517a7bed72801d802f0215a67d82c29f96ccc7663c5b41853d382be9f",2
"0x8144020d2ac51b50f6656cb7b0a72afffcb501d99d143e09d02cbf81c5d41e86",4
"0x2351c5533dcc5c827ef053e058d9daa76f149d435dcbe455e9752752269c18f1",3
"0x10eefc7a3070baa5d72f602a0c89d7b1cb2fcc0b101cf55e6a70e3edb6229f8b",2
"0x9c21fc706b1453c1bc4255bea8c1b87f041afaaee7c622c98bb4178843f04ee2",1
"0xc5055be27f54b2519b2a17012b61adbfba121dc9225b10a662b62eef64baeaf6",1
"0x4d67b51b7cf3a436072daf41b56b54151054cbcac57ddf328bcfd0d12a58ab77",3
"0x7f0a0efb500f4154fe7a14c221378133801c86947d9c6be653a58474a482844b",1
"0x701e166be37db9555b70caecfb6c98a3b4691e084bd2fde5acb9880f81d821b0",1
"0x0c2e945d48b25451d146f2ba4d20943ddfc50be3ae6dadd82d2002c2299e409c",1
"0x0203e541a2cb5022e0d66003a83062b9bd6e43f20b0b3bf331c450c0e192c25f",5
"0xffa6f835f435d6ae9671e1d48042ab9192a53081f21f2f08591488812474298b",3
"0xb737c9c6bf4d42ebeb68c67dff2ea03a8cc82fda24067f3eaf5f3dd627a8d866",2
"0x79ecc6f239fd5fdd2a3b51dcbd9c449b52e7892ef2d6f59c82b582813d7fb69e",2
"0x12a85643e816a30511bbf1ab7f164f5d5d85ef0aceb49784eb6e1ad47cfcac60",1
"0xef395ecabe86d4e7792cf4583c39b4fcafead02476c5539f724e462ca3e8e98d",1
"0x97f32d9902c06663bce37185189aee1479aa629a8be96647da79ed8d11227fc2",1
"0xaca7f670fc1b1796724b57590cba8ae6808fa5909f693ff33a9b81004eecc3af",1
"0x10b6f04fc598ec17fc5f5ac29794b053ecf129a74df21628b5bdacaa737c4242",3
"0x84ad486705261988af05a0b2621c61e2cfda405e52a8a5bf74b7e71615421c50",1
"0x3e12b78650de619a942d4e046355702c7fd07ecfebbf205defddbc6ef9088165",1
"0x57e734771ec5d19088d16c326b9c3d7d1bea6db2402339dabbf4b193ac936bd9",1
"0x1058894fb4d239c3e788ab5eb27d8af3a0587f475de6f502bb38e119e129e30f",1
"0x6bb9363688a2f96eaf242030d4c68184932adf04159620e7f3c619d45a1ef920",1
"0x3ae5aa2249a98b5771027233f85fb32ad8b066f5d1b985437facbf1b1e36070d",1
"0x729e5a65ebd819794be0cc32745e37cf8a35a562c0a291d3eec49696f38a551a",1
"0xe94079a1632b5cc41c74ce189c648f90219d21c6c17fbf728746dfb4457499e5",1
"0x1bf521afd7a646d78fac4d5815ff904b8cf8c8f73864aac182ba70761987b2f1",1
"0x08b624723581f06629027df13f89dbd3856bc1100e66416adfd42927144a315f",1
"0x034704a57bc12d95848fd49a17b5b1f2ed4a10da8be9e7d0c1f2bdddcf23b6e5",1
"0x06f6160eacb74e80cea9da1766f5314f6c1061f813229471326780adb66da4cf",1
"0x9e39b2de827c2b86446aede8f3d081ec0e0b630ca8e3340f5f5a3d1a0b517547",2
"0xcd92df68e843d334bf3133b8180a149a0aa8ca7f2663c74c7b6d10fe1879ea53",3
"0x3c5bf84648a23f3fd28f633727c59689c11157092267df0ec99405a4cc83b419",1
"0x422290ac49cba4dd7fd14f1871fb78e9801a6a239e4775b965dfd6c4fcb2051a",1
"0x1bc29b3c464c3d296478f8b0f31c98d9c8a1d31fd1ec007b759eb2553fb13bfc",1
"0x93dffeca2a06b900394aea0767bedab255287f9c506881a6be7056b79d6c545d",1
"0xe01a3abf8c1be3fa5d154a4584cee1c03ff81b7ff2176c03910dba2c708200f4",1
"0x2735369f31c39dcf3afb4e1dd090eb8f7ae36ef47af7348d0e5fac13e5e447cb",1
"0xc7ad9197a39bf002e88e638a886b50ee44f78685e70341b35eb1730df8fe9f6c",1
"0xb36dc9b08949b303d4b1a169ecdf7ea19d3e45559da5b75bdb3632a85666960c",3
"0x586630cb252b859f5154948675281021b6de5c61fda4f50fd07ef91685d364e7",1
"0xb1a469f5e1cd7f486f7aeaff8148bf5b80537ac2a04136ba35f97a8328598e20",1
"0x57e8cafef3b027df036b8f2808ec619edd5545a1bb191a28309bfafe57740e2b",1
"0x45bf3a9d210aff14fcd52d245d281e3d77c63d6b7d07e3a137fdc4e89253947b",2
"0x50f990b3f8dc1771a9579463292aa0beb6f359cd7e5c1702f9f9b74a1ce1352f",1
"0x6ae310960bd506683491cab46e14ba6358b58500617d9e7f0eda7f71a429814a",11
"0x59fce2377ac78e9ff233a526d5aa378ff07403a9ca1590f4069f4852c123ebbf",1
"0x1505bec684c60e9931ad6cce527243462783c3951109d5eb333d195a1bbc96b5",1
"0x6fbb398c03ec289df2854d0195aebdf206b495e4cdcb093307a018dd4b8ab2a4",1
"0xd487f11b3fa7165eaec77083c80244c05e4a7ac9dc22c480acb3d409bf3d1f6f",1
"0xe1f20c990727a3b94eea71ce4b0d8b2ef6592475a614d017e06a853f08aa43ba",1
"0xc51a7b78fa109688b7503dc087384330016921025ee54f7ff90a43d38de2aff4",1
"0x173dc5437a4b2a75d9616ed1a007a157bc2868ea8bd76d5220d10945a578b011",1
"0x914d3c1f7f36ac953b9962973b5a46431bc688aa4f0c6d34de59020045260a1e",1
"0x48dc3996bd29f9b3bceacfd3e768ad3028870d7a5561e9646ac7315d6609874d",2
"0x7505ee13916fd574cd2865348504c4c96374670ee15a75930c6cae247fa5e416",2
"0x9c0baee9868b11db1eab933aa1beed17e916e550cd6d3cb0c1c2ee6dc85cc21a",1
"0xc23ea8e493616b1510d9405ce05593f8bd1fb30f44f92303ab2c54f6c8680ecb",1
"0xd181aa0391203b2d11b10ba2a61dd48742e1210ec1a6f6c677a92933bed137fa",1
"0x919981ae011f31ac2ca1c87d3cb309ed1efe4b976d74c4a1eb94653237376ed7",1
"0x7655b3588f584d335ea57e4f1ec1cd39a1015fbdecb6e9e51f82e6631cf528af",1
"0xda19e98a3d02d4f1d274e5b1e3bf9289e366265913378638505df6b3c99d9d22",3
"0xcc61fe587e1dbe831843d7078ead9dc283eacd46688cacbf9ea30d34395e0c73",1
"0x5efc7687f51a991886310790e6ec14e44aeffd5b2ff53913faa3e168abec18a2",2
"0x659d34ce46af68dcfbe77fc86a7bbf6a764b5d4768433e99fe88ff89f6fb4446",4
"0xb959f2975c0be48a785eea1e8d7715f376529c0c83b096f62884b3ea619dc54d",1
"0x340f2225c6ad1894fe133206166e18727d21bed9acca43c697f36601ec14b671",1
"0x85eb67d021db9a4adaf278a2c1bba5fa841c1e2258ef581c108c7e3f7d2bbb17",1
"0x8f00b05c3bd723dde230b1065872746807dd3dbfc99a1c3b9435fc5728b17802",1
"0x6fa892895aca6be5e1910d5d16f89946253c61ae14afb95046841e797c79c47c",1
"0xb018ddef07f700bf90b4ff7a99ecf8d186904547be34c8b464754eeffda56771",1
"0xbf09f0bd8e3798514a92ddf1976a96fadaf68cfa9ccb29518cdad1fe6bdc3f40",3
"0x1d74a321b2f4d37e473f856a298946a0673c6c412dd8d6eee6f1ba4697f55e91",1
"0xd904b312aa7cef7f85b6a396d36fb596a9d15e62843c8668a2b4f678fa8cf21b",1
"0xc3526d29f2c35d7f3ce36631631c813678214d4020e12d94044f89d117667516",2
"0x3486b00c4bd9c95b51d87c9c5a818cc65325d21dd8486775de43a2583885157a",1
"0x1beb3f290ff37ecbea7fb30d64d80b2ac62e4cd96bc6764975de947956dafb7e",1
"0x7b37429d34d91552e0739be48cebf2c6e6f9a1f1af3e0458f7214ccf408c17dd",2
"0x32d60b69c57a9df5561eeb336dea1751d858e9a5902d5398cc52a60a79f6db2e",1
"0xe20eb96722005adfe2c8f41c8f77b084c009ebca70f4d9b5e537e83449b835b6",1
"0xad2867efc9a84b8402a5d10c475f4ca2bb9eddef807728b21c75462c96619db6",2
"0x4a302991de7261f184da17fb376b5aafd3d622886b1f618b6aa47281df533459",3
"0x713e70009bced5fbdbaee440712010fff63202a3d8cbb36ba7fc664332bc4774",1
"0xb65c3398e226dbff41aff3e47522301406ddfeda8dbfa2c1e8b7c3ace3cd4f23",5
"0xfd9dd28e5c182416323eff7e906ddf91d60febab1f136343e51411b7e56009e8",1
"0xe918f72c8a634f5d5227a69763716041da2c6f9d3c3dac784b21651b727e5af0",1
"0x0fd8c42052c42405995101a6fa16f54deb2284a85da1b39cd4a788213dec0873",1
"0x744dba8f4c14db8e3688c2e6bd1ce70b58f64cb3b04d5c80a4771a22351a9820",2
"0x4e2d62af50df09fc04044e006faceda72d469c6da361e79a2e759bc3b453b285",1
"0x2d20e651d56ab6aa120cc6670f3bb4f3100e8fbc5f4cd8bea7dc408b1b062f9a",1
"0x952053081df23b49e520096c9392f4cf3258fedfa865dd66d75a79f7b4e98d27",1
"0xba4393a2b1d980eaf62c8be78a4ab769416dbdc944fba8705374776170d58670",1
"0xc91e135ca11f083f68a865cf2bad7b0c151be71bb8a63c5c24e7c4cfdbc5dc25",1
"0xa6a15f314f63950e7701559cd8664e316b3eb8830e7722785b3a9aeeddc740e8",2
"0x2035b355a24f8e01594ce8522b1a53fd9cbbd545f90666b771d4a16e8534a9b6",2
"0x2845bed2b7da1d856273363d0bd678f8cc659eb4ee9ddb5ec117857e94958ff4",1
"0xd8f764a37c9484a2831094a25f583f59c1b4711364604944eda5cdbe9de4ba26",1
"0x165713efd236827bcef19d564f901443fcefffafaf6801bd4fbb840896c2f34c",3
"0xc6e3f1b1ec268d515fb7395d906a8348e6946095eea2d637f7a78e6546e0ff17",1
"0x6e8d7a7883207c74cc9570e189326f081b4ec3872ab2f84b8e5241810ec22468",1
"0x6f37878b2604a4d4dfbdc0997098846c990bb349c9458c404def71a864c72c21",1
"0xaf118033f88fdb51da2045ac4aa7b911be4044f152c9733507c901eb97855c2f",1
"0x995e62991487c4e922bed68b83cb446a5f5487d796897c738e07d6e01e2ad68e",5
"0xa671c3fa9827f15347b88bab16435cb75080133f00831d1136ab27429f013244",1
"0xfa597928b0e1aea8737af83841bddb30219bad6d0f7d00b9101d656dc2d74a5d",1
"0x92ee908b92cbff655ad0e44a6e5d06a5c3c8a4dc41c83777fae2fb1d6a396b80",1
"0xc1899f1b4d0cdf101524def0b4835ebacec9f4416ee4b571a218da2bc22510c9",3
"0xf0d4f30e68e5387ec5b72002e1a0950869bfa10d76eadb6d5d1fb5a34b3adf1b",1
"0x9a6e3a64e757d97435771140780563ce9da6cda0102ac457e88aee5c435ded55",2
"0x8a2d836da4e7e2e604bc186513cd353227bf50ac65965da14ac2edf7529aaf27",2
"0x28c7ff2072743cb4e1bafdb71a0952b4fffe23c9cf2c99a93b2c620b60176734",1
"0x4588479010f2d59c1ba8da3a02319688b5ed49af7c73fb5d1c6779e48cd684a6",1
"0xb316667f4170785eac004e04d1748200e924de01f20ca40f648eacbb6a1350ef",5
"0x56f8492ef57b72c051f901dc53215c32dde17813ac4022933b6052c4267d9428",1
"0x86d214f02348fc6d5fd1bec67a111c9d1bcdae5b0cc56dd815ed9bffada45219",2
"0x7c10d415eb922621dc3adc3cb7ffd51824cf828c496575deb4c884a423189766",1
"0x7866112be18bd7e464b6b25961d3bd2916872c592b785a92653136d5e37c69ae",2
"0xa751d40855ed165f297865b026c076849d62dfb355ef1fd16c34284a996ce762",4
"0xb302c9bf51543ee07bc48fcce8703ed3e5c72040b8ffc46569c31963c99acc6e",1
"0xd5c51f075fff7719a91946be936e97d3bd742224c18f321bb644be9f42285686",1
"0x5deb8848672c4b495f9fc2d511842c0e506bc5fd17a2e7c10afaa3fcfad3abc9",2
"0x7f4fccba7658671bba57cbb377194998bf454a130f994c3e4c3558d3743bcb3a",1
"0x9d072c246305051a2b9a8acc588ed36f472d8682aa1da4118352b7dbcfb5ccd6",1
"0x8254d2657e389bf182a66015b98648e92ecd720de8f2e51abcbdcdb9519997fd",1
"0x7bbb3a0f8bf60f00b581d8ff7291cd62686be2b186dcb33a1ca7532dfe7f4926",1
"0xb37dad89fcc9dec32149fc69fc5db7ed15238e6ef87181f885f9bbaf6fb4eed3",3
"0x1df5c4f3bf3fc87a8c51b5e93a1bfe1f9ba0f0b0fbdf69c805bca199f3926d2b",2
"0xf096b02beefde4e03a3ddb922691fe95aee93d11164e358163282ff109177494",2
"0x04ac399fe94da1daaa6e6a94d0e3759a218391fb45066c0211d8eea16a91dc9a",1
"0x1855ac70b3ce35f76f7a5c724cede2e41e9c8ed47b9353adf5bdc8954eea8dfa",2
"0x1ea309a1fa7ed2ed0cb95410fa1c105ae0b282d6dcbe470c2b42c5c2972af4f9",2
"0x071f9b65b1353794b8fc4e52a1a8b9ab2bf91103a5e7f91a8a35c06099dc2599",1
"0xf63e62c3e36effd36271eabeee790fa619303d0f294e3ebe2ec9aec5697c3103",1
"0xb33214df2ab84ab0f0554cb094ffbe078ea957286b79f9c0a55f4bd369d31cf2",1
"0x4ede6b00df548346acbe93dee2655dcabd00b3251e30cdf06c3d24b890c51f1c",1
"0x16838e026d0e3c214deb40f4dc765ad5ea47d0f488952b2f29f807e225cd3241",1
"0x59e7bea6a088219adeb485bfbb25ee142b4916f88cbe33a57ead7a6f07dff9a4",1
"0x28d34abe0b500d9f8cbffeddf44d7bcd1b6a5a240e0a216545d533e1295fd1a6",2
"0x2a2d8d347f8077413f6369a4d9004325082eef182886d943c2178ae74a07bbf5",1
"0xa544bddf04a1b1a030bf3b570caca44faaf387251d306526332d195bc3fae5bd",1
"0x76afbd88da949ceea3af81b495fc9e8397984fab20bde4dbe05978fa1d3e0a2b",2
"0x6b91d7d39ddd5b8d2927d1882f23a7aacf8700ec893f1e53975737af8e72ca1c",1
"0xb083b288061734fa2c5b17251234cae1a3f75a2afd393c6a14302c379807de76",1
"0x3086a4b1e2470735ccb1eb9ddbd28378b66e7b6af1d8a5ec62e973f7834ff839",4
